,Word,Term Frequency
0,energy,0.034482758620689655
1,could,0.027586206896551724
2,heat,0.027586206896551724
3,would,0.027586206896551724
4,make,0.020689655172413793
5,speed,0.020689655172413793
6,run,0.020689655172413793
7,save,0.020689655172413793
8,hit,0.013793103448275862
9,crisis,0.013793103448275862
10,cut,0.013793103448275862
11,boilers,0.013793103448275862
12,gas,0.013793103448275862
13,might,0.013793103448275862
14,government,0.013793103448275862
15,want,0.013793103448275862
16,pump,0.013793103448275862
17,like,0.013793103448275862
18,reduce,0.013793103448275862
19,say,0.013793103448275862
20,analysts,0.006896551724137931
21,accept,0.006896551724137931
22,public,0.006896551724137931
23,replace,0.006896551724137931
24,import,0.006896551724137931
25,rapidly,0.006896551724137931
26,hob,0.006896551724137931
27,persuade,0.006896551724137931
28,restrictions,0.006896551724137931
29,electric,0.006896551724137931
30,urgent,0.006896551724137931
31,new,0.006896551724137931
32,sale,0.006896551724137931
33,phase,0.006896551724137931
34,need,0.006896551724137931
35,international,0.006896551724137931
36,generate,0.006896551724137931
37,power,0.006896551724137931
38,electricity,0.006896551724137931
39,bath,0.006896551724137931
40,slogans,0.006896551724137931
41,cheeky,0.006896551724137931
42,oil,0.006896551724137931
43,tackle,0.006896551724137931
44,employ,0.006896551724137931
45,one,0.006896551724137931
46,campaign,0.006896551724137931
47,others,0.006896551724137931
48,chain,0.006896551724137931
49,supply,0.006896551724137931
50,poor,0.006896551724137931
51,installers,0.006896551724137931
52,installations,0.006896551724137931
53,increase,0.006896551724137931
54,challenge,0.006896551724137931
55,require,0.006896551724137931
56,demand,0.006896551724137931
57,immediately,0.006896551724137931
58,farm,0.006896551724137931
59,wind,0.006896551724137931
60,british,0.006896551724137931
61,prevent,0.006896551724137931
62,empty,0.006896551724137931
63,trip,0.006896551724137931
64,service,0.006896551724137931
65,top,0.006896551724137931
66,basic,0.006896551724137931
67,difference,0.006896551724137931
68,small,0.006896551724137931
69,door,0.006896551724137931
70,sausage,0.006896551724137931
71,excluder,0.006896551724137931
72,draught,0.006896551724137931
73,even,0.006896551724137931
74,comfortable,0.006896551724137931
75,home,0.006896551724137931
76,quick,0.006896551724137931
77,nobrainer,0.006896551724137931
78,another,0.006896551724137931
79,insulation,0.006896551724137931
80,cost,0.006896551724137931
81,degree,0.006896551724137931
82,thermostat,0.006896551724137931
83,turn,0.006896551724137931
84,everyone,0.006896551724137931
85,urge,0.006896551724137931
86,agency,0.006896551724137931
87,draughtproofing,0.006896551724137931
88,room,0.006896551724137931
89,youre,0.006896551724137931
90,libertarian,0.006896551724137931
91,smoothlytrains,0.006896551724137931
92,accelerate,0.006896551724137931
93,brake,0.006896551724137931
94,fewer,0.006896551724137931
95,effective,0.006896551724137931
96,foundation,0.006896551724137931
97,rac,0.006896551724137931
98,case,0.006896551724137931
99,pm,0.006896551724137931
100,resist,0.006896551724137931
101,use,0.006896551724137931
102,emissions,0.006896551724137931
103,carbon,0.006896551724137931
104,set,0.006896551724137931
105,cars,0.006896551724137931
106,many,0.006896551724137931
107,efficient,0.006896551724137931
108,mph,0.006896551724137931
109,limit,0.006896551724137931
110,easy,0.006896551724137931
111,friend,0.006896551724137931
