,Word,Term Frequency
0,hole,0.04132231404958678
1,black,0.04132231404958678
2,say,0.04132231404958678
3,prof,0.03305785123966942
4,quantum,0.024793388429752067
5,paradox,0.024793388429752067
6,hair,0.024793388429752067
7,new,0.01652892561983471
8,show,0.01652892561983471
9,call,0.01652892561983471
10,scientists,0.01652892561983471
11,theories,0.01652892561983471
12,problem,0.01652892561983471
13,university,0.01652892561983471
14,develop,0.01652892561983471
15,theory,0.01652892561983471
16,imprint,0.01652892561983471
17,star,0.01652892561983471
18,calmet,0.01652892561983471
19,two,0.01652892561983471
20,solve,0.01652892561983471
21,einsteins,0.008264462809917356
22,go,0.008264462809917356
23,information,0.008264462809917356
24,relativity,0.008264462809917356
25,one,0.008264462809917356
26,general,0.008264462809917356
27,important,0.008264462809917356
28,mechanics,0.008264462809917356
29,physics,0.008264462809917356
30,undermine,0.008264462809917356
31,threaten,0.008264462809917356
32,heart,0.008264462809917356
33,techniques,0.008264462809917356
34,mathematical,0.008264462809917356
35,come,0.008264462809917356
36,fundamental,0.008264462809917356
37,biggest,0.008264462809917356
38,colleagues,0.008264462809917356
39,constituents,0.008264462809917356
40,leave,0.008264462809917356
41,gravitational,0.008264462809917356
42,field,0.008264462809917356
43,name,0.008264462809917356
44,supersede,0.008264462809917356
45,earlier,0.008264462809917356
46,idea,0.008264462809917356
47,theorem,0.008264462809917356
48,john,0.008264462809917356
49,archibald,0.008264462809917356
50,wheeler,0.008264462809917356
51,princeton,0.008264462809917356
52,impossible,0.008264462809917356
53,among,0.008264462809917356
54,satisfaction,0.008264462809917356
55,much,0.008264462809917356
56,odds,0.008264462809917356
57,dead,0.008264462809917356
58,put,0.008264462809917356
59,collapse,0.008264462809917356
60,strong,0.008264462809917356
61,gravity,0.008264462809917356
62,even,0.008264462809917356
63,light,0.008264462809917356
64,escape,0.008264462809917356
65,way,0.008264462809917356
66,research,0.008264462809917356
67,claim,0.008264462809917356
68,resolve,0.008264462809917356
69,behave,0.008264462809917356
70,highlight,0.008264462809917356
71,property,0.008264462809917356
72,hawk,0.008264462809917356
73,stephen,0.008264462809917356
74,identify,0.008264462809917356
75,first,0.008264462809917356
76,crack,0.008264462809917356
77,xavier,0.008264462809917356
78,science,0.008264462809917356
79,paradoxes,0.008264462809917356
80,sussex,0.008264462809917356
81,tell,0.008264462809917356
82,bbc,0.008264462809917356
83,news,0.008264462809917356
84,exclusively,0.008264462809917356
85,jersey,0.008264462809917356
