,Word,TF-IDF
79,make,0.003272065170260665
80,know,0.003272065170260665
81,also,0.0016837169563667738
82,young,0.0
83,symptoms,0.0
84,siobhan,0.0
85,nis,0.0
86,covid,0.0
87,longlasting,0.0
88,facetoface,0.0
89,significant,0.0
90,brief,0.0
91,thats,0.0
92,emotional,0.0
93,oneill,0.0
94,stormonts,0.0
95,effect,0.0
96,committee,0.0
97,business,0.0
98,ill,0.0
99,rise,0.0
100,koulla,0.0
101,group,0.0
102,previous,0.0
103,school,0.0
104,education,0.0
105,mental,0.0
106,attention,0.0
107,time,0.0
108,sufficient,0.0
109,wing,0.0
110,thrill,0.0
111,take,0.0
112,outline,0.0
113,shift,0.0
114,drivers,0.0
115,year,0.0
116,ways,0.0
117,max,0.0
118,become,0.0
119,publish,0.0
120,last,0.0
121,ethics,0.0
122,rule,0.0
123,away,0.0
124,fight,0.0
125,season,0.0
126,verstappens,0.0
127,track,0.0
128,water,0.0
129,hydrofoil,0.0
130,heavily,0.0
131,masts,0.0
132,extend,0.0
133,carbonfibre,0.0
134,fores,0.0
135,move,0.0
136,world,0.0
137,onus,0.0
138,extra,0.0
139,rod,0.0
140,fly,0.0
141,context,0.0
142,masi,0.0
143,must,0.0
144,champion,0.0
145,age,0.0
146,report,0.0
147,surfer,0.0
148,smoothly,0.0
149,big,0.0
150,momentum,0.0
151,fibre,0.0
152,rivers,0.0
153,surfboard,0.0
154,increasingly,0.0
155,mast,0.0
156,lift,0.0
157,bigger,0.0
158,industry,0.0
159,oahu,0.0
160,seas,0.0
161,million,0.0
162,rider,0.0
163,speak,0.0
164,surfers,0.0
165,underwater,0.0
166,professional,0.0
167,former,0.0
168,almost,0.0
169,user,0.0
170,long,0.0
171,lakes,0.0
172,surf,0.0
173,foilboard,0.0
174,wave,0.0
175,rid,0.0
176,push,0.0
177,ft,0.0
178,sport,0.0
179,technology,0.0
180,fia,0.0
181,mean,0.0
182,irelands,0.0
183,children,0.0
184,give,0.0
185,assembly,0.0
186,seek,0.0
187,hospital,0.0
188,mlas,0.0
189,activities,0.0
190,difficulties,0.0
191,professor,0.0
192,pandemic,0.0
193,reduction,0.0
194,severe,0.0
195,safer,0.0
196,hawaiian,0.0
197,coast,0.0
198,island,0.0
199,flat,0.0
200,propellers,0.0
201,air,0.0
202,build,0.0
203,sea,0.0
204,downwards,0.0
205,underside,0.0
206,better,0.0
207,foilboards,0.0
208,kiana,0.0
209,stand,0.0
210,electricpowered,0.0
211,postdoc,0.0
212,see,0.0
213,responsibility,0.0
214,replenish,0.0
215,resources,0.0
216,behind,0.0
217,underground,0.0
218,aquifers,0.0
219,safe,0.0
220,region,0.0
221,vast,0.0
222,reserve,0.0
223,danger,0.0
224,charity,0.0
225,poorly,0.0
226,agriculture,0.0
227,rock,0.0
228,continent,0.0
229,adequate,0.0
230,plant,0.0
231,hygiene,0.0
232,chief,0.0
233,debunk,0.0
234,executive,0.0
235,drink,0.0
236,life,0.0
237,freshwater,0.0
238,arm,0.0
239,unique,0.0
240,newly,0.0
241,eel,0.0
242,level,0.0
243,discover,0.0
244,programme,0.0
245,resource,0.0
246,feet,0.0
247,provide,0.0
248,pollute,0.0
249,chronically,0.0
250,myth,0.0
251,clean,0.0
252,abundant,0.0
253,earth,0.0
254,wateraid,0.0
255,subsaharan,0.0
256,study,0.0
257,access,0.0
258,untapped,0.0
259,investment,0.0
260,enough,0.0
261,surface,0.0
262,africa,0.0
263,manage,0.0
264,–,0.0
265,tim,0.0
266,deplete,0.0
267,unsustainably,0.0
268,every,0.0
269,irrigation,0.0
270,soil,0.0
271,groundwater,0.0
272,lack,0.0
273,tragedy,0.0
274,rainfall,0.0
275,wainwright,0.0
276,uk,0.0
277,liquid,0.0
278,single,0.0
279,ground,0.0
280,position,0.0
281,tactics,0.0
282,return,0.0
283,major,0.0
284,beyond,0.0
285,body,0.0
286,formula,0.0
287,intervene,0.0
288,lessons,0.0
289,lay,0.0
290,part,0.0
291,manoeuvre,0.0
292,likely,0.0
293,change,0.0
294,try,0.0
295,overtake,0.0
296,penalties,0.0
297,unexpected,0.0
298,aggressive,0.0
299,mistake,0.0
300,series,0.0
301,gain,0.0
302,advantage,0.0
303,personally,0.0
304,manner,0.0
305,issue,0.0
306,guidelines,0.0
307,govern,0.0
308,michael,0.0
309,drive,0.0
310,throughout,0.0
311,especially,0.0
312,inside,0.0
313,standards,0.0
314,matter,0.0
315,director,0.0
316,wetlands,0.0
317,celebrate,0.0
318,manager,0.0
319,fascinate,0.0
320,organisation,0.0
321,discovery,0.0
322,blind,0.0
323,insects,0.0
324,conservation,0.0
325,patricio,0.0
326,system,0.0
327,organisms,0.0
328,hide,0.0
329,fish,0.0
330,harmony,0.0
331,diverse,0.0
332,plenty,0.0
333,release,0.0
334,vertebrates,0.0
335,really,0.0
336,remarkable,0.0
337,wolverine,0.0
338,describe,0.0
339,weapons,0.0
340,shoal,0.0
341,species,0.0
342,traits,0.0
343,undervalue,0.0
344,yiasouma,0.0
345,whole,0.0
346,educational,0.0
347,members,0.0
348,satellite,0.0
349,usage,0.0
350,perform,0.0
351,store,0.0
352,share,0.0
353,able,0.0
354,present,0.0
355,disaster,0.0
356,remove,0.0
357,task,0.0
358,contrastive,0.0
359,sidestep,0.0
360,potential,0.0
361,contain,0.0
362,downstream,0.0
363,easy,0.0
364,cost,0.0
365,problems,0.0
366,attribute,0.0
367,identify,0.0
368,always,0.0
369,develop,0.0
370,even,0.0
371,rather,0.0
372,millions,0.0
373,usable,0.0
374,amount,0.0
375,place,0.0
376,’,0.0
377,traditional,0.0
378,exist,0.0
379,concern,0.0
380,impact,0.0
381,best,0.0
382,around,0.0
383,often,0.0
384,rival,0.0
385,realistic,0.0
386,right,0.0
387,need,0.0
388,distribute,0.0
389,hob,0.0
390,train,0.0
391,datasets,0.0
392,race,0.0
393,extremely,0.0
394,limit,0.0
395,privacy,0.0
396,negatively,0.0
397,gender,0.0
398,bias,0.0
399,classification,0.0
400,cut,0.0
401,pm,0.0
402,challenge,0.0
403,others,0.0
404,many,0.0
405,urgent,0.0
406,want,0.0
407,replace,0.0
408,real,0.0
409,synthetic,0.0
410,natural,0.0
411,come,0.0
412,less,0.0
413,representation,0.0
414,follow,0.0
415,require,0.0
416,generative,0.0
417,generate,0.0
418,dataset,0.0
419,another,0.0
420,memory,0.0
421,outperform,0.0
422,may,0.0
423,however,0.0
424,address,0.0
425,edit,0.0
426,special,0.0
427,photos,0.0
428,performance,0.0
429,circumvent,0.0
430,dollars,0.0
431,huge,0.0
432,elements,0.0
433,anne,0.0
434,type,0.0
435,automatically,0.0
436,perceive,0.0
437,shed,0.0
438,bits,0.0
439,center,0.0
440,could,0.0
441,goals,0.0
442,adversarially,0.0
443,senior,0.0
444,form,0.0
445,wellunderstood,0.0
446,like,0.0
447,representations,0.0
448,arturo,0.0
449,process,0.0
450,harrington,0.0
451,pretty,0.0
452,method,0.0
453,useful,0.0
454,certain,0.0
455,electrical,0.0
456,involve,0.0
457,result,0.0
458,department,0.0
459,science,0.0
460,use,0.0
461,research,0.0
462,peripheral,0.0
463,lead,0.0
464,vision,0.0
465,visual,0.0
466,light,0.0
467,robust,0.0
468,computer,0.0
469,mit,0.0
470,engineer,0.0
471,go,0.0
472,author,0.0
473,show,0.0
474,computervision,0.0
475,work,0.0
476,ok,0.0
477,way,0.0
478,machine,0.0
479,transform,0.0
480,graduate,0.0
481,humans,0.0
482,manipulations,0.0
483,similarly,0.0
484,subtle,0.0
485,deza,0.0
486,learn,0.0
487,machinelearning,0.0
488,maybe,0.0
489,noise,0.0
490,researchers,0.0
491,little,0.0
492,mind,0.0
493,periphery,0.0
494,design,0.0
495,similar,0.0
496,textural,0.0
497,suggest,0.0
498,enable,0.0
499,think,0.0
500,focus,0.0
501,seem,0.0
502,might,0.0
503,overcome,0.0
504,model,0.0
505,”,0.0
506,image,0.0
507,brain,0.0
508,student,0.0
509,help,0.0
510,include,0.0
511,“,0.0
512,accept,0.0
513,degree,0.0
514,northern,0.0
515,scientists,0.0
516,exclusively,0.0
517,idea,0.0
518,paradox,0.0
519,theory,0.0
520,university,0.0
521,star,0.0
522,crack,0.0
523,earlier,0.0
524,field,0.0
525,tell,0.0
526,theories,0.0
527,gravitational,0.0
528,property,0.0
529,imprint,0.0
530,two,0.0
531,leave,0.0
532,einsteins,0.0
533,heart,0.0
534,satisfaction,0.0
535,stephen,0.0
536,escape,0.0
537,nobrainer,0.0
538,increase,0.0
539,draughtproofing,0.0
540,impossible,0.0
541,threaten,0.0
542,claim,0.0
543,behave,0.0
544,physics,0.0
545,calmet,0.0
546,among,0.0
547,name,0.0
548,colleagues,0.0
549,relativity,0.0
550,mechanics,0.0
551,supersede,0.0
552,undermine,0.0
553,archibald,0.0
554,fundamental,0.0
555,resolve,0.0
556,thermostat,0.0
557,general,0.0
558,hole,0.0
559,prof,0.0
560,solve,0.0
561,paradoxes,0.0
562,important,0.0
563,wheeler,0.0
564,news,0.0
565,quantum,0.0
566,gravity,0.0
567,put,0.0
568,dead,0.0
569,health,0.0
570,commissioner,0.0
571,add,0.0
572,teach,0.0
573,behavioural,0.0
574,accord,0.0
575,mathematical,0.0
576,strong,0.0
577,theorem,0.0
578,constituents,0.0
579,biggest,0.0
580,bbc,0.0
581,problem,0.0
582,odds,0.0
583,sussex,0.0
584,princeton,0.0
585,collapse,0.0
586,techniques,0.0
587,information,0.0
588,highlight,0.0
589,much,0.0
590,jersey,0.0
591,hawk,0.0
592,call,0.0
593,hair,0.0
594,xavier,0.0
595,john,0.0
596,effective,0.0
597,analysts,0.0
598,import,0.0
599,farm,0.0
600,resist,0.0
601,restrictions,0.0
602,trip,0.0
603,door,0.0
604,friend,0.0
605,foundation,0.0
606,accelerate,0.0
607,everyone,0.0
608,tackle,0.0
609,employ,0.0
610,reduce,0.0
611,new,0.0
612,carbon,0.0
613,case,0.0
614,demand,0.0
615,installers,0.0
616,efficient,0.0
617,quick,0.0
618,bath,0.0
619,brake,0.0
620,fewer,0.0
621,boilers,0.0
622,libertarian,0.0
623,slogans,0.0
624,would,0.0
625,british,0.0
626,sale,0.0
627,supply,0.0
628,smoothlytrains,0.0
629,youre,0.0
630,difference,0.0
631,oil,0.0
632,emissions,0.0
633,public,0.0
634,room,0.0
635,government,0.0
636,gas,0.0
637,poor,0.0
638,heat,0.0
639,set,0.0
640,cheeky,0.0
641,rac,0.0
642,immediately,0.0
643,excluder,0.0
644,agency,0.0
645,insulation,0.0
646,small,0.0
647,power,0.0
648,service,0.0
649,international,0.0
650,basic,0.0
651,one,0.0
652,persuade,0.0
653,urge,0.0
654,run,0.0
655,wind,0.0
656,comfortable,0.0
657,save,0.0
658,home,0.0
659,speed,0.0
660,energy,0.0
661,crisis,0.0
662,hit,0.0
663,electric,0.0
664,rapidly,0.0
665,sausage,0.0
666,chain,0.0
667,phase,0.0
668,pump,0.0
669,prevent,0.0
670,turn,0.0
671,installations,0.0
672,empty,0.0
673,cars,0.0
674,mph,0.0
675,draught,0.0
676,top,0.0
677,electricity,0.0
678,campaign,0.0
679,underfunded,0.0
